DateTime,Flow,Speed
2019-12-01 00:06:00,1080.0,102.5
2019-12-01 00:12:00,840.0,112.5
2019-12-01 00:18:00,720.0,100.0
2019-12-01 00:23:00,900.0,122.0
2019-12-01 00:29:00,720.0,115.5
2019-12-01 00:35:00,1320.0,116.33333333333331
2019-12-01 00:41:00,1200.0,102.5
2019-12-01 00:46:00,360.0,109.5
2019-12-01 00:52:00,300.0,112.0
2019-12-01 00:58:00,240.0,114.0
2019-12-01 01:04:00,300.0,112.0
2019-12-01 01:10:00,180.0,127.66666666666669
2019-12-01 01:15:00,480.0,111.0
2019-12-01 01:21:00,480.0,104.5
2019-12-01 01:27:00,360.0,110.0
2019-12-01 01:33:00,240.0,108.0
2019-12-01 01:39:00,180.0,98.0
2019-12-01 01:44:00,720.0,108.5
2019-12-01 01:50:00,60.0,134.0
2019-12-01 01:56:00,540.0,118.0
2019-12-01 02:02:00,240.0,115.0
2019-12-01 02:07:00,300.0,103.0
2019-12-01 02:13:00,360.0,99.0
2019-12-01 02:19:00,180.0,99.0
2019-12-01 02:25:00,180.0,90.0
2019-12-01 02:31:00,60.0,103.0
2019-12-01 02:36:00,300.0,97.0
2019-12-01 02:42:00,300.0,114.0
2019-12-01 02:48:00,300.0,96.5
2019-12-01 02:54:00,240.0,116.0
2019-12-01 03:00:00,240.0,113.5
2019-12-01 03:05:00,360.0,112.0
2019-12-01 03:11:00,360.0,116.5
2019-12-01 03:17:00,420.0,117.0
2019-12-01 03:23:00,300.0,129.0
2019-12-01 03:29:00,180.0,143.0
2019-12-01 03:34:00,180.0,97.0
2019-12-01 03:40:00,240.0,97.0
2019-12-01 03:46:00,180.0,100.0
2019-12-01 03:52:00,240.0,116.0
2019-12-01 03:58:00,300.0,106.5
2019-12-01 04:03:00,540.0,120.66666666666669
2019-12-01 04:09:00,180.0,110.0
2019-12-01 04:15:00,300.0,106.5
2019-12-01 04:21:00,420.0,112.0
2019-12-01 04:27:00,240.0,107.0
2019-12-01 04:32:00,300.0,101.0
2019-12-01 04:38:00,360.0,117.0
2019-12-01 04:44:00,360.0,108.0
2019-12-01 04:50:00,300.0,100.0
2019-12-01 04:56:00,360.0,117.5
2019-12-01 05:01:00,120.0,111.5
2019-12-01 05:07:00,480.0,102.5
2019-12-01 05:13:00,60.0,101.0
2019-12-01 05:19:00,240.0,108.0
2019-12-01 05:24:00,240.0,126.0
2019-12-01 05:30:00,480.0,112.0
2019-12-01 05:36:00,240.0,98.0
2019-12-01 05:42:00,300.0,101.0
2019-12-01 05:48:00,480.0,107.5
2019-12-01 05:53:00,600.0,104.0
2019-12-01 05:59:00,420.0,100.5
2019-12-01 06:05:00,360.0,103.5
2019-12-01 06:11:00,420.0,98.0
2019-12-01 06:16:00,300.0,100.5
2019-12-01 06:22:00,780.0,115.0
2019-12-01 06:28:00,480.0,115.5
2019-12-01 06:34:00,720.0,108.0
2019-12-01 06:40:00,660.0,105.5
2019-12-01 06:45:00,420.0,102.5
2019-12-01 06:51:00,780.0,102.5
2019-12-01 06:57:00,480.0,98.0
2019-12-01 07:03:00,660.0,97.0
2019-12-01 07:09:00,1140.0,106.66666666666669
2019-12-01 07:14:00,960.0,106.5
2019-12-01 07:20:00,1140.0,108.0
2019-12-01 07:26:00,900.0,102.5
2019-12-01 07:32:00,480.0,98.5
2019-12-01 07:38:00,840.0,98.5
2019-12-01 07:43:00,1380.0,107.0
2019-12-01 07:49:00,1620.0,100.33333333333331
2019-12-01 07:55:00,1380.0,101.66666666666669
2019-12-01 08:01:00,1080.0,99.0
2019-12-01 08:06:00,1680.0,101.66666666666669
2019-12-01 08:12:00,780.0,104.0
2019-12-01 08:18:00,1560.0,105.66666666666669
2019-12-01 08:24:00,1680.0,98.0
2019-12-01 08:30:00,1740.0,99.66666666666669
2019-12-01 08:35:00,2340.0,104.0
2019-12-01 08:41:00,1500.0,106.0
2019-12-01 08:47:00,2220.0,103.0
2019-12-01 08:53:00,1560.0,113.33333333333331
2019-12-01 08:59:00,2160.0,101.66666666666669
2019-12-01 09:04:00,2640.0,100.0
2019-12-01 09:10:00,2760.0,99.0
2019-12-01 09:16:00,2700.0,97.0
2019-12-01 09:22:00,2880.0,99.33333333333331
2019-12-01 09:27:00,3240.0,98.0
2019-12-01 09:33:00,2700.0,98.0
2019-12-01 09:39:00,3060.0,97.66666666666669
2019-12-01 09:45:00,3300.0,98.66666666666669
2019-12-01 09:51:00,2820.0,98.33333333333331
2019-12-01 09:56:00,3420.0,100.33333333333331
2019-12-01 10:02:00,2340.0,102.66666666666669
2019-12-01 10:08:00,2760.0,99.66666666666669
2019-12-01 10:14:00,2700.0,97.66666666666669
2019-12-01 10:19:00,1920.0,103.33333333333331
2019-12-01 10:25:00,4080.0,99.0
2019-12-01 10:31:00,3120.0,102.0
2019-12-01 10:37:00,2760.0,102.66666666666669
2019-12-01 10:43:00,3420.0,100.66666666666669
2019-12-01 10:48:00,2820.0,101.0
2019-12-01 10:54:00,2640.0,100.0
2019-12-01 11:00:00,3600.0,100.33333333333331
2019-12-01 11:06:00,3360.0,99.0
2019-12-01 11:12:00,4560.0,98.66666666666669
2019-12-01 11:17:00,3180.0,101.66666666666669
2019-12-01 11:23:00,2580.0,99.66666666666669
2019-12-01 11:29:00,2580.0,107.66666666666669
2019-12-01 11:35:00,3420.0,102.0
2019-12-01 11:40:00,3360.0,96.33333333333331
2019-12-01 11:46:00,3540.0,100.0
2019-12-01 11:52:00,4260.0,96.0
2019-12-01 11:58:00,2700.0,106.0
2019-12-01 12:04:00,3780.0,102.33333333333331
2019-12-01 12:09:00,4800.0,97.66666666666669
2019-12-01 12:15:00,3480.0,102.33333333333331
2019-12-01 12:21:00,3180.0,100.33333333333331
2019-12-01 12:27:00,3060.0,98.66666666666669
2019-12-01 12:33:00,3780.0,100.33333333333331
2019-12-01 12:38:00,3660.0,100.66666666666669
2019-12-01 12:44:00,3960.0,102.33333333333331
2019-12-01 12:50:00,3660.0,98.0
2019-12-01 12:56:00,3180.0,99.66666666666669
2019-12-01 13:01:00,3420.0,95.66666666666669
2019-12-01 13:07:00,2820.0,106.33333333333331
2019-12-01 13:13:00,3360.0,102.33333333333331
2019-12-01 13:19:00,3600.0,99.0
2019-12-01 13:25:00,3600.0,97.66666666666669
2019-12-01 13:30:00,3900.0,100.33333333333331
2019-12-01 13:36:00,3060.0,95.66666666666669
2019-12-01 13:42:00,3300.0,96.0
2019-12-01 13:48:00,2580.0,105.66666666666669
2019-12-01 13:53:00,4200.0,98.66666666666669
2019-12-01 13:59:00,3780.0,98.0
2019-12-01 14:05:00,4020.0,101.0
2019-12-01 14:11:00,3120.0,98.33333333333331
2019-12-01 14:17:00,2340.0,105.33333333333331
2019-12-01 14:22:00,3420.0,98.33333333333331
2019-12-01 14:28:00,4200.0,97.33333333333331
2019-12-01 14:34:00,2880.0,101.0
2019-12-01 14:40:00,3060.0,105.66666666666669
2019-12-01 14:45:00,3420.0,97.0
2019-12-01 14:51:00,3600.0,99.0
2019-12-01 14:57:00,3480.0,100.0
2019-12-01 15:03:00,3480.0,101.0
2019-12-01 15:09:00,3780.0,98.66666666666669
2019-12-01 15:14:00,2460.0,102.66666666666669
2019-12-01 15:20:00,2760.0,99.66666666666669
2019-12-01 15:26:00,3420.0,99.33333333333331
2019-12-01 15:32:00,3900.0,98.33333333333331
2019-12-01 15:38:00,3420.0,99.0
2019-12-01 15:43:00,3600.0,99.0
2019-12-01 15:49:00,3720.0,100.0
2019-12-01 15:55:00,3720.0,99.0
2019-12-01 16:01:00,4200.0,99.66666666666669
2019-12-01 16:06:00,4380.0,96.66666666666669
2019-12-01 16:12:00,4140.0,99.33333333333331
2019-12-01 16:18:00,3180.0,98.0
2019-12-01 16:24:00,3120.0,97.33333333333331
2019-12-01 16:30:00,3060.0,101.0
2019-12-01 16:35:00,3780.0,105.33333333333331
2019-12-01 16:41:00,2340.0,100.33333333333331
2019-12-01 16:47:00,3420.0,97.33333333333331
2019-12-01 16:53:00,3240.0,103.0
2019-12-01 16:58:00,2820.0,100.33333333333331
2019-12-01 17:04:00,2160.0,101.33333333333331
2019-12-01 17:10:00,2280.0,103.66666666666669
2019-12-01 17:16:00,2160.0,107.0
2019-12-01 17:22:00,3300.0,102.0
2019-12-01 17:27:00,2700.0,102.33333333333331
2019-12-01 17:33:00,2880.0,101.66666666666669
2019-12-01 17:39:00,2520.0,95.0
2019-12-01 17:45:00,2160.0,103.33333333333331
2019-12-01 17:51:00,2340.0,103.0
2019-12-01 17:56:00,1500.0,104.66666666666669
2019-12-01 18:02:00,2940.0,104.0
2019-12-01 18:08:00,3840.0,101.33333333333331
2019-12-01 18:14:00,2700.0,100.66666666666669
2019-12-01 18:20:00,2340.0,107.33333333333331
2019-12-01 18:25:00,3660.0,102.33333333333331
2019-12-01 18:31:00,3000.0,103.33333333333331
2019-12-01 18:37:00,3360.0,104.33333333333331
2019-12-01 18:43:00,2340.0,105.0
2019-12-01 18:49:00,2640.0,106.33333333333331
2019-12-01 18:54:00,2760.0,105.33333333333331
2019-12-01 19:00:00,2580.0,100.33333333333331
2019-12-01 19:06:00,3480.0,105.33333333333331
2019-12-01 19:12:00,2400.0,110.66666666666669
2019-12-01 19:18:00,2160.0,104.0
2019-12-01 19:23:00,2280.0,105.66666666666669
2019-12-01 19:29:00,3180.0,101.66666666666669
2019-12-01 19:35:00,2460.0,101.33333333333331
2019-12-01 19:41:00,2760.0,108.0
2019-12-01 19:46:00,3000.0,105.33333333333331
2019-12-01 19:52:00,2640.0,102.33333333333331
2019-12-01 19:58:00,2280.0,101.33333333333331
2019-12-01 20:04:00,1380.0,105.0
2019-12-01 20:10:00,2040.0,107.0
2019-12-01 20:15:00,2100.0,105.0
2019-12-01 20:21:00,1500.0,109.33333333333331
2019-12-01 20:27:00,1680.0,107.0
2019-12-01 20:33:00,1980.0,111.66666666666669
2019-12-01 20:39:00,2460.0,105.0
2019-12-01 20:44:00,1440.0,112.33333333333331
2019-12-01 20:50:00,1560.0,111.66666666666669
2019-12-01 20:56:00,1500.0,105.5
2019-12-01 21:02:00,2160.0,97.66666666666669
2019-12-01 21:08:00,1200.0,103.33333333333331
2019-12-01 21:13:00,1740.0,105.5
2019-12-01 21:19:00,1020.0,103.5
2019-12-01 21:25:00,1140.0,105.5
2019-12-01 21:31:00,1140.0,110.0
2019-12-01 21:36:00,1140.0,110.33333333333331
2019-12-01 21:42:00,900.0,99.5
2019-12-01 21:48:00,720.0,100.5
2019-12-01 21:54:00,1080.0,110.33333333333331
2019-12-01 22:00:00,840.0,106.5
2019-12-01 22:05:00,900.0,113.5
2019-12-01 22:11:00,1260.0,111.0
2019-12-01 22:17:00,780.0,115.5
2019-12-01 22:23:00,840.0,110.0
2019-12-01 22:29:00,900.0,99.5
2019-12-01 22:34:00,780.0,116.0
2019-12-01 22:40:00,840.0,108.0
2019-12-01 22:46:00,1080.0,101.5
2019-12-01 22:52:00,900.0,98.0
2019-12-01 22:57:00,600.0,104.0
2019-12-01 23:03:00,900.0,102.0
2019-12-01 23:09:00,600.0,106.5
2019-12-01 23:15:00,120.0,116.0
2019-12-01 23:21:00,720.0,115.0
2019-12-01 23:26:00,420.0,109.0
2019-12-01 23:32:00,660.0,103.0
2019-12-01 23:38:00,600.0,110.0
2019-12-01 23:44:00,360.0,94.0
2019-12-01 23:50:00,300.0,93.0
2019-12-01 23:55:00,480.0,106.5
