measurementpoint.flowvalue,measurementpoint.speedvalue,measurementpoint.ninputs,measurementpoint.sdeviation,measurementpoint.measurementdatetime,measurementpoint.reference
6840.0,91.33333333333333,0.0,,2019-11-27 14:23:00,RWS01_MONIBAS_0021hrr0597ra
6000.0,92.66666666666667,0.0,,2019-11-27 14:30:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,92.66666666666667,0.0,,2019-11-27 14:40:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,97.0,0.0,,2019-11-27 14:47:00,RWS01_MONIBAS_0021hrr0597ra
4500.0,95.0,0.0,,2019-11-27 14:53:00,RWS01_MONIBAS_0021hrr0597ra
5340.0,94.0,0.0,,2019-11-27 14:59:00,RWS01_MONIBAS_0021hrr0597ra
4860.0,97.33333333333333,0.0,,2019-11-27 15:04:00,RWS01_MONIBAS_0021hrr0597ra
5280.0,91.0,0.0,,2019-11-27 15:10:00,RWS01_MONIBAS_0021hrr0597ra
5340.0,94.66666666666667,0.0,,2019-11-27 15:16:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,89.5,0.0,,2019-11-27 15:22:00,RWS01_MONIBAS_0021hrr0597ra
1920.0,72.0,0.0,,2019-11-27 15:28:00,RWS01_MONIBAS_0021hrr0597ra
3840.0,67.0,0.0,,2019-11-27 15:33:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,67.0,0.0,,2019-11-27 15:40:00,RWS01_MONIBAS_0021hrr0597ra
3840.0,71.5,0.0,,2019-11-27 15:46:00,RWS01_MONIBAS_0021hrr0597ra
5700.0,79.0,0.0,,2019-11-27 15:52:00,RWS01_MONIBAS_0021hrr0597ra
1860.0,56.0,0.0,,2019-11-27 15:58:00,RWS01_MONIBAS_0021hrr0597ra
1740.0,71.0,0.0,,2019-11-27 16:04:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,73.5,0.0,,2019-11-27 16:10:00,RWS01_MONIBAS_0021hrr0597ra
2880.0,52.0,0.0,,2019-11-27 16:16:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,72.5,0.0,,2019-11-27 16:22:00,RWS01_MONIBAS_0021hrr0597ra
3360.0,74.0,0.0,,2019-11-27 16:27:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,76.5,0.0,,2019-11-27 16:34:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,69.0,0.0,,2019-11-27 16:40:00,RWS01_MONIBAS_0021hrr0597ra
3900.0,68.0,0.0,,2019-11-27 16:51:00,RWS01_MONIBAS_0021hrr0597ra
3180.0,67.0,0.0,,2019-11-27 16:57:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,64.5,0.0,,2019-11-27 17:04:00,RWS01_MONIBAS_0021hrr0597ra
4620.0,80.66666666666667,0.0,,2019-11-27 17:09:00,RWS01_MONIBAS_0021hrr0597ra
4500.0,92.66666666666667,0.0,,2019-11-27 17:15:00,RWS01_MONIBAS_0021hrr0597ra
4500.0,96.33333333333333,0.0,,2019-11-27 17:21:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,101.0,0.0,,2019-11-27 17:27:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,96.33333333333333,0.0,,2019-11-27 17:32:00,RWS01_MONIBAS_0021hrr0597ra
4860.0,99.33333333333333,0.0,,2019-11-27 17:38:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,97.66666666666667,0.0,,2019-11-27 17:44:00,RWS01_MONIBAS_0021hrr0597ra
3240.0,104.33333333333333,0.0,,2019-11-27 17:50:00,RWS01_MONIBAS_0021hrr0597ra
3600.0,105.66666666666667,0.0,,2019-11-27 17:56:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,101.0,0.0,,2019-11-27 18:01:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,104.0,0.0,,2019-11-27 18:07:00,RWS01_MONIBAS_0021hrr0597ra
2160.0,108.33333333333333,0.0,,2019-11-27 18:14:00,RWS01_MONIBAS_0021hrr0597ra
2100.0,107.66666666666667,0.0,,2019-11-27 18:20:00,RWS01_MONIBAS_0021hrr0597ra
2640.0,106.0,0.0,,2019-11-27 18:26:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,101.66666666666667,0.0,,2019-11-27 18:31:00,RWS01_MONIBAS_0021hrr0597ra
1920.0,108.0,0.0,,2019-11-27 18:37:00,RWS01_MONIBAS_0021hrr0597ra
3240.0,103.66666666666667,0.0,,2019-11-27 18:43:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,102.66666666666667,0.0,,2019-11-27 18:49:00,RWS01_MONIBAS_0021hrr0597ra
2400.0,104.66666666666667,0.0,,2019-11-27 18:55:00,RWS01_MONIBAS_0021hrr0597ra
2340.0,104.33333333333333,0.0,,2019-11-27 19:00:00,RWS01_MONIBAS_0021hrr0597ra
2880.0,104.33333333333333,0.0,,2019-11-27 19:06:00,RWS01_MONIBAS_0021hrr0597ra
2220.0,97.66666666666667,0.0,,2019-11-27 19:12:00,RWS01_MONIBAS_0021hrr0597ra
1620.0,105.66666666666667,0.0,,2019-11-27 19:18:00,RWS01_MONIBAS_0021hrr0597ra
2040.0,94.33333333333333,0.0,,2019-11-27 19:24:00,RWS01_MONIBAS_0021hrr0597ra
1980.0,97.66666666666667,0.0,,2019-11-27 19:29:00,RWS01_MONIBAS_0021hrr0597ra
1680.0,102.0,0.0,,2019-11-27 19:35:00,RWS01_MONIBAS_0021hrr0597ra
1560.0,98.0,0.0,,2019-11-27 19:41:00,RWS01_MONIBAS_0021hrr0597ra
1800.0,105.0,0.0,,2019-11-27 19:47:00,RWS01_MONIBAS_0021hrr0597ra
2280.0,106.66666666666667,0.0,,2019-11-27 19:53:00,RWS01_MONIBAS_0021hrr0597ra
1680.0,105.33333333333333,0.0,,2019-11-27 19:58:00,RWS01_MONIBAS_0021hrr0597ra
1440.0,112.0,0.0,,2019-11-27 20:04:00,RWS01_MONIBAS_0021hrr0597ra
1860.0,111.66666666666667,0.0,,2019-11-27 20:11:00,RWS01_MONIBAS_0021hrr0597ra
1380.0,122.33333333333333,0.0,,2019-11-27 20:17:00,RWS01_MONIBAS_0021hrr0597ra
1740.0,111.33333333333333,0.0,,2019-11-27 20:23:00,RWS01_MONIBAS_0021hrr0597ra
1680.0,108.33333333333333,0.0,,2019-11-27 20:29:00,RWS01_MONIBAS_0021hrr0597ra
1620.0,110.33333333333333,0.0,,2019-11-27 20:34:00,RWS01_MONIBAS_0021hrr0597ra
2040.0,108.33333333333333,0.0,,2019-11-27 20:40:00,RWS01_MONIBAS_0021hrr0597ra
1500.0,118.66666666666667,0.0,,2019-11-27 20:47:00,RWS01_MONIBAS_0021hrr0597ra
1380.0,103.66666666666667,0.0,,2019-11-27 20:53:00,RWS01_MONIBAS_0021hrr0597ra
1080.0,109.66666666666667,0.0,,2019-11-27 20:59:00,RWS01_MONIBAS_0021hrr0597ra
1440.0,107.33333333333333,0.0,,2019-11-27 21:04:00,RWS01_MONIBAS_0021hrr0597ra
1140.0,116.33333333333333,0.0,,2019-11-27 21:10:00,RWS01_MONIBAS_0021hrr0597ra
1740.0,107.33333333333333,0.0,,2019-11-27 21:16:00,RWS01_MONIBAS_0021hrr0597ra
1800.0,101.33333333333333,0.0,,2019-11-27 21:22:00,RWS01_MONIBAS_0021hrr0597ra
1980.0,110.0,0.0,,2019-11-27 21:28:00,RWS01_MONIBAS_0021hrr0597ra
1560.0,109.33333333333333,0.0,,2019-11-27 21:33:00,RWS01_MONIBAS_0021hrr0597ra
1140.0,111.66666666666667,0.0,,2019-11-27 21:39:00,RWS01_MONIBAS_0021hrr0597ra
1260.0,110.33333333333333,0.0,,2019-11-27 21:45:00,RWS01_MONIBAS_0021hrr0597ra
1260.0,111.66666666666667,0.0,,2019-11-27 21:51:00,RWS01_MONIBAS_0021hrr0597ra
1500.0,109.66666666666667,0.0,,2019-11-27 21:57:00,RWS01_MONIBAS_0021hrr0597ra
1620.0,113.33333333333333,0.0,,2019-11-27 22:02:00,RWS01_MONIBAS_0021hrr0597ra
900.0,105.5,0.0,,2019-11-27 22:08:00,RWS01_MONIBAS_0021hrr0597ra
1200.0,113.66666666666667,0.0,,2019-11-27 22:14:00,RWS01_MONIBAS_0021hrr0597ra
1140.0,113.0,0.0,,2019-11-27 22:20:00,RWS01_MONIBAS_0021hrr0597ra
1380.0,115.33333333333333,0.0,,2019-11-27 22:30:00,RWS01_MONIBAS_0021hrr0597ra
1200.0,112.0,0.0,,2019-11-27 22:35:00,RWS01_MONIBAS_0021hrr0597ra
900.0,103.0,0.0,,2019-11-27 22:41:00,RWS01_MONIBAS_0021hrr0597ra
900.0,102.0,0.0,,2019-11-27 22:47:00,RWS01_MONIBAS_0021hrr0597ra
1080.0,106.0,0.0,,2019-11-27 22:53:00,RWS01_MONIBAS_0021hrr0597ra
1020.0,120.66666666666667,0.0,,2019-11-27 22:59:00,RWS01_MONIBAS_0021hrr0597ra
540.0,107.5,0.0,,2019-11-27 23:04:00,RWS01_MONIBAS_0021hrr0597ra
600.0,111.0,0.0,,2019-11-27 23:14:00,RWS01_MONIBAS_0021hrr0597ra
300.0,89.0,0.0,,2019-11-27 23:20:00,RWS01_MONIBAS_0021hrr0597ra
420.0,105.0,0.0,,2019-11-27 23:26:00,RWS01_MONIBAS_0021hrr0597ra
480.0,93.5,0.0,,2019-11-27 23:32:00,RWS01_MONIBAS_0021hrr0597ra
720.0,109.0,0.0,,2019-11-27 23:37:00,RWS01_MONIBAS_0021hrr0597ra
420.0,100.0,0.0,,2019-11-27 23:44:00,RWS01_MONIBAS_0021hrr0597ra
180.0,110.0,0.0,,2019-11-27 23:50:00,RWS01_MONIBAS_0021hrr0597ra
360.0,98.0,0.0,,2019-11-27 23:56:00,RWS01_MONIBAS_0021hrr0597ra
240.0,95.5,0.0,,2019-11-28 00:06:00,RWS01_MONIBAS_0021hrr0597ra
120.0,105.0,0.0,,2019-11-28 00:11:00,RWS01_MONIBAS_0021hrr0597ra
240.0,98.0,0.0,,2019-11-28 00:17:00,RWS01_MONIBAS_0021hrr0597ra
240.0,105.0,0.0,,2019-11-28 00:23:00,RWS01_MONIBAS_0021hrr0597ra
420.0,110.5,0.0,,2019-11-28 00:29:00,RWS01_MONIBAS_0021hrr0597ra
180.0,124.0,0.0,,2019-11-28 00:35:00,RWS01_MONIBAS_0021hrr0597ra
120.0,92.0,0.0,,2019-11-28 00:40:00,RWS01_MONIBAS_0021hrr0597ra
300.0,106.5,0.0,,2019-11-28 00:46:00,RWS01_MONIBAS_0021hrr0597ra
300.0,100.0,0.0,,2019-11-28 00:56:00,RWS01_MONIBAS_0021hrr0597ra
360.0,100.5,0.0,,2019-11-28 01:02:00,RWS01_MONIBAS_0021hrr0597ra
0.0,-1.0,0.0,,2019-11-28 01:08:00,RWS01_MONIBAS_0021hrr0597ra
180.0,84.0,0.0,,2019-11-28 01:13:00,RWS01_MONIBAS_0021hrr0597ra
120.0,126.0,0.0,,2019-11-28 01:19:00,RWS01_MONIBAS_0021hrr0597ra
180.0,99.0,0.0,,2019-11-28 01:29:00,RWS01_MONIBAS_0021hrr0597ra
540.0,99.0,0.0,,2019-11-28 01:35:00,RWS01_MONIBAS_0021hrr0597ra
120.0,103.0,0.0,,2019-11-28 01:42:00,RWS01_MONIBAS_0021hrr0597ra
420.0,92.5,0.0,,2019-11-28 01:48:00,RWS01_MONIBAS_0021hrr0597ra
180.0,113.0,0.0,,2019-11-28 01:57:00,RWS01_MONIBAS_0021hrr0597ra
240.0,96.0,0.0,,2019-11-28 02:03:00,RWS01_MONIBAS_0021hrr0597ra
120.0,79.0,0.0,,2019-11-28 02:09:00,RWS01_MONIBAS_0021hrr0597ra
300.0,110.0,0.0,,2019-11-28 02:15:00,RWS01_MONIBAS_0021hrr0597ra
120.0,100.0,0.0,,2019-11-28 02:21:00,RWS01_MONIBAS_0021hrr0597ra
180.0,89.0,0.0,,2019-11-28 02:26:00,RWS01_MONIBAS_0021hrr0597ra
120.0,84.0,0.0,,2019-11-28 02:32:00,RWS01_MONIBAS_0021hrr0597ra
60.0,110.0,0.0,,2019-11-28 02:43:00,RWS01_MONIBAS_0021hrr0597ra
120.0,108.0,0.0,,2019-11-28 02:49:00,RWS01_MONIBAS_0021hrr0597ra
240.0,95.0,0.0,,2019-11-28 02:55:00,RWS01_MONIBAS_0021hrr0597ra
540.0,106.5,0.0,,2019-11-28 03:04:00,RWS01_MONIBAS_0021hrr0597ra
300.0,87.0,0.0,,2019-11-28 03:10:00,RWS01_MONIBAS_0021hrr0597ra
300.0,109.0,0.0,,2019-11-28 03:16:00,RWS01_MONIBAS_0021hrr0597ra
240.0,99.0,0.0,,2019-11-28 03:22:00,RWS01_MONIBAS_0021hrr0597ra
420.0,92.0,0.0,,2019-11-28 03:28:00,RWS01_MONIBAS_0021hrr0597ra
300.0,95.0,0.0,,2019-11-28 03:38:00,RWS01_MONIBAS_0021hrr0597ra
300.0,101.0,0.0,,2019-11-28 03:43:00,RWS01_MONIBAS_0021hrr0597ra
720.0,106.5,0.0,,2019-11-28 03:49:00,RWS01_MONIBAS_0021hrr0597ra
420.0,102.0,0.0,,2019-11-28 03:55:00,RWS01_MONIBAS_0021hrr0597ra
420.0,91.0,0.0,,2019-11-28 04:01:00,RWS01_MONIBAS_0021hrr0597ra
420.0,89.0,0.0,,2019-11-28 04:12:00,RWS01_MONIBAS_0021hrr0597ra
540.0,104.0,0.0,,2019-11-28 04:17:00,RWS01_MONIBAS_0021hrr0597ra
420.0,108.0,0.0,,2019-11-28 04:23:00,RWS01_MONIBAS_0021hrr0597ra
540.0,91.5,0.0,,2019-11-28 04:29:00,RWS01_MONIBAS_0021hrr0597ra
780.0,98.0,0.0,,2019-11-28 04:35:00,RWS01_MONIBAS_0021hrr0597ra
780.0,101.0,0.0,,2019-11-28 04:41:00,RWS01_MONIBAS_0021hrr0597ra
1320.0,112.33333333333333,0.0,,2019-11-28 04:46:00,RWS01_MONIBAS_0021hrr0597ra
1380.0,101.0,0.0,,2019-11-28 04:52:00,RWS01_MONIBAS_0021hrr0597ra
1020.0,99.5,0.0,,2019-11-28 05:02:00,RWS01_MONIBAS_0021hrr0597ra
1440.0,107.33333333333333,0.0,,2019-11-28 05:08:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,98.0,0.0,,2019-11-28 05:14:00,RWS01_MONIBAS_0021hrr0597ra
1860.0,104.66666666666667,0.0,,2019-11-28 05:19:00,RWS01_MONIBAS_0021hrr0597ra
1500.0,103.66666666666667,0.0,,2019-11-28 05:25:00,RWS01_MONIBAS_0021hrr0597ra
1860.0,109.0,0.0,,2019-11-28 05:31:00,RWS01_MONIBAS_0021hrr0597ra
2220.0,105.66666666666667,0.0,,2019-11-28 05:37:00,RWS01_MONIBAS_0021hrr0597ra
2700.0,101.33333333333333,0.0,,2019-11-28 05:46:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,101.33333333333333,0.0,,2019-11-28 05:52:00,RWS01_MONIBAS_0021hrr0597ra
2940.0,103.33333333333333,0.0,,2019-11-28 05:58:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,99.33333333333333,0.0,,2019-11-28 06:08:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,102.0,0.0,,2019-11-28 06:14:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,103.33333333333333,0.0,,2019-11-28 06:20:00,RWS01_MONIBAS_0021hrr0597ra
4320.0,98.66666666666667,0.0,,2019-11-28 06:25:00,RWS01_MONIBAS_0021hrr0597ra
5700.0,95.33333333333333,0.0,,2019-11-28 06:31:00,RWS01_MONIBAS_0021hrr0597ra
5580.0,96.0,0.0,,2019-11-28 06:37:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,102.33333333333333,0.0,,2019-11-28 06:48:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,96.66666666666667,0.0,,2019-11-28 06:54:00,RWS01_MONIBAS_0021hrr0597ra
4980.0,97.66666666666667,0.0,,2019-11-28 06:59:00,RWS01_MONIBAS_0021hrr0597ra
5040.0,95.66666666666667,0.0,,2019-11-28 07:10:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,100.66666666666667,0.0,,2019-11-28 07:16:00,RWS01_MONIBAS_0021hrr0597ra
3840.0,97.33333333333333,0.0,,2019-11-28 07:26:00,RWS01_MONIBAS_0021hrr0597ra
5220.0,97.0,0.0,,2019-11-28 07:36:00,RWS01_MONIBAS_0021hrr0597ra
5220.0,96.66666666666667,0.0,,2019-11-28 07:41:00,RWS01_MONIBAS_0021hrr0597ra
4500.0,99.0,0.0,,2019-11-28 07:47:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,99.0,0.0,,2019-11-28 07:53:00,RWS01_MONIBAS_0021hrr0597ra
4980.0,95.33333333333333,0.0,,2019-11-28 07:59:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,100.0,0.0,,2019-11-28 08:09:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,99.33333333333333,0.0,,2019-11-28 08:14:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,100.66666666666667,0.0,,2019-11-28 08:20:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,98.66666666666667,0.0,,2019-11-28 08:26:00,RWS01_MONIBAS_0021hrr0597ra
4260.0,98.33333333333333,0.0,,2019-11-28 08:32:00,RWS01_MONIBAS_0021hrr0597ra
4440.0,94.0,0.0,,2019-11-28 08:38:00,RWS01_MONIBAS_0021hrr0597ra
4560.0,100.33333333333333,0.0,,2019-11-28 08:43:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,101.0,0.0,,2019-11-28 08:53:00,RWS01_MONIBAS_0021hrr0597ra
3720.0,96.33333333333333,0.0,,2019-11-28 08:59:00,RWS01_MONIBAS_0021hrr0597ra
4440.0,95.66666666666667,0.0,,2019-11-28 09:09:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,93.0,0.0,,2019-11-28 09:15:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,98.0,0.0,,2019-11-28 09:20:00,RWS01_MONIBAS_0021hrr0597ra
3600.0,96.66666666666667,0.0,,2019-11-28 09:26:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,95.33333333333333,0.0,,2019-11-28 09:32:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,97.33333333333333,0.0,,2019-11-28 09:38:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,96.33333333333333,0.0,,2019-11-28 09:44:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,104.33333333333333,0.0,,2019-11-28 09:49:00,RWS01_MONIBAS_0021hrr0597ra
2940.0,101.33333333333333,0.0,,2019-11-28 09:55:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,96.33333333333333,0.0,,2019-11-28 10:05:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,94.0,0.0,,2019-11-28 10:11:00,RWS01_MONIBAS_0021hrr0597ra
2640.0,98.33333333333333,0.0,,2019-11-28 10:17:00,RWS01_MONIBAS_0021hrr0597ra
2880.0,96.33333333333333,0.0,,2019-11-28 10:22:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,98.0,0.0,,2019-11-28 10:28:00,RWS01_MONIBAS_0021hrr0597ra
2580.0,104.33333333333333,0.0,,2019-11-28 10:34:00,RWS01_MONIBAS_0021hrr0597ra
3600.0,96.33333333333333,0.0,,2019-11-28 10:44:00,RWS01_MONIBAS_0021hrr0597ra
3060.0,93.33333333333333,0.0,,2019-11-28 10:50:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,95.66666666666667,0.0,,2019-11-28 10:55:00,RWS01_MONIBAS_0021hrr0597ra
3360.0,92.33333333333333,0.0,,2019-11-28 11:01:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,96.33333333333333,0.0,,2019-11-28 11:07:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,98.0,0.0,,2019-11-28 11:13:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,95.66666666666667,0.0,,2019-11-28 11:19:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,92.33333333333333,0.0,,2019-11-28 11:50:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,97.0,0.0,,2019-11-28 11:56:00,RWS01_MONIBAS_0021hrr0597ra
3360.0,98.66666666666667,0.0,,2019-11-28 12:02:00,RWS01_MONIBAS_0021hrr0597ra
3240.0,100.66666666666667,0.0,,2019-11-28 12:08:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,98.0,0.0,,2019-11-28 12:13:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,102.66666666666667,0.0,,2019-11-28 12:19:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,95.0,0.0,,2019-11-28 12:25:00,RWS01_MONIBAS_0021hrr0597ra
5040.0,97.33333333333333,0.0,,2019-11-28 12:31:00,RWS01_MONIBAS_0021hrr0597ra
4260.0,98.0,0.0,,2019-11-28 12:37:00,RWS01_MONIBAS_0021hrr0597ra
4920.0,95.66666666666667,0.0,,2019-11-28 12:42:00,RWS01_MONIBAS_0021hrr0597ra
4260.0,94.0,0.0,,2019-11-28 12:48:00,RWS01_MONIBAS_0021hrr0597ra
4800.0,94.33333333333333,0.0,,2019-11-28 12:54:00,RWS01_MONIBAS_0021hrr0597ra
3240.0,97.66666666666667,0.0,,2019-11-28 13:00:00,RWS01_MONIBAS_0021hrr0597ra
5160.0,95.33333333333333,0.0,,2019-11-28 13:05:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,98.66666666666667,0.0,,2019-11-28 13:11:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,91.66666666666667,0.0,,2019-11-28 13:17:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,95.33333333333333,0.0,,2019-11-28 13:23:00,RWS01_MONIBAS_0021hrr0597ra
4140.0,95.66666666666667,0.0,,2019-11-28 13:29:00,RWS01_MONIBAS_0021hrr0597ra
6300.0,89.33333333333333,0.0,,2019-11-28 13:34:00,RWS01_MONIBAS_0021hrr0597ra
5880.0,93.33333333333333,0.0,,2019-11-28 13:40:00,RWS01_MONIBAS_0021hrr0597ra
4260.0,65.5,0.0,,2019-11-28 13:46:00,RWS01_MONIBAS_0021hrr0597ra
1500.0,57.0,0.0,,2019-11-28 13:52:00,RWS01_MONIBAS_0021hrr0597ra
2040.0,67.0,0.0,,2019-11-28 13:57:00,RWS01_MONIBAS_0021hrr0597ra
1620.0,55.0,0.0,,2019-11-28 14:03:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,89.33333333333333,0.0,,2019-11-28 14:09:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,97.0,0.0,,2019-11-28 14:15:00,RWS01_MONIBAS_0021hrr0597ra
4260.0,100.0,0.0,,2019-11-28 14:20:00,RWS01_MONIBAS_0021hrr0597ra
5160.0,96.33333333333333,0.0,,2019-11-28 14:26:00,RWS01_MONIBAS_0021hrr0597ra
3900.0,93.66666666666667,0.0,,2019-11-28 14:32:00,RWS01_MONIBAS_0021hrr0597ra
5040.0,90.33333333333333,0.0,,2019-11-28 14:38:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,74.0,0.0,,2019-11-28 14:44:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,82.33333333333333,0.0,,2019-11-28 14:49:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,94.33333333333333,0.0,,2019-11-28 14:55:00,RWS01_MONIBAS_0021hrr0597ra
5940.0,94.0,0.0,,2019-11-28 15:01:00,RWS01_MONIBAS_0021hrr0597ra
2340.0,66.0,0.0,,2019-11-28 15:07:00,RWS01_MONIBAS_0021hrr0597ra
3240.0,73.5,0.0,,2019-11-28 15:13:00,RWS01_MONIBAS_0021hrr0597ra
5040.0,86.66666666666667,0.0,,2019-11-28 15:18:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,79.5,0.0,,2019-11-28 15:24:00,RWS01_MONIBAS_0021hrr0597ra
2160.0,74.0,0.0,,2019-11-28 15:30:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,79.5,0.0,,2019-11-28 15:36:00,RWS01_MONIBAS_0021hrr0597ra
3240.0,68.0,0.0,,2019-11-28 15:41:00,RWS01_MONIBAS_0021hrr0597ra
1620.0,60.0,0.0,,2019-11-28 15:47:00,RWS01_MONIBAS_0021hrr0597ra
1800.0,65.0,0.0,,2019-11-28 15:53:00,RWS01_MONIBAS_0021hrr0597ra
3900.0,73.0,0.0,,2019-11-28 15:59:00,RWS01_MONIBAS_0021hrr0597ra
5640.0,92.0,0.0,,2019-11-28 16:05:00,RWS01_MONIBAS_0021hrr0597ra
4680.0,96.0,0.0,,2019-11-28 16:10:00,RWS01_MONIBAS_0021hrr0597ra
2100.0,61.0,0.0,,2019-11-28 16:16:00,RWS01_MONIBAS_0021hrr0597ra
2100.0,71.0,0.0,,2019-11-28 16:22:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,89.0,0.0,,2019-11-28 16:28:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,92.66666666666667,0.0,,2019-11-28 16:33:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,68.0,0.0,,2019-11-28 16:39:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,77.0,0.0,,2019-11-28 16:45:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,79.66666666666667,0.0,,2019-11-28 16:51:00,RWS01_MONIBAS_0021hrr0597ra
5280.0,86.33333333333333,0.0,,2019-11-28 16:57:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,82.5,0.0,,2019-11-28 17:02:00,RWS01_MONIBAS_0021hrr0597ra
2100.0,45.0,0.0,,2019-11-28 17:08:00,RWS01_MONIBAS_0021hrr0597ra
4800.0,87.66666666666667,0.0,,2019-11-28 17:14:00,RWS01_MONIBAS_0021hrr0597ra
4560.0,96.33333333333333,0.0,,2019-11-28 17:20:00,RWS01_MONIBAS_0021hrr0597ra
5040.0,94.33333333333333,0.0,,2019-11-28 17:25:00,RWS01_MONIBAS_0021hrr0597ra
3720.0,96.33333333333333,0.0,,2019-11-28 17:31:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,100.0,0.0,,2019-11-28 17:37:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,106.66666666666667,0.0,,2019-11-28 17:43:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,103.0,0.0,,2019-11-28 17:49:00,RWS01_MONIBAS_0021hrr0597ra
3600.0,101.0,0.0,,2019-11-28 17:54:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,98.66666666666667,0.0,,2019-11-28 18:00:00,RWS01_MONIBAS_0021hrr0597ra
4860.0,98.33333333333333,0.0,,2019-11-28 18:06:00,RWS01_MONIBAS_0021hrr0597ra
4800.0,96.66666666666667,0.0,,2019-11-28 18:12:00,RWS01_MONIBAS_0021hrr0597ra
6180.0,93.33333333333333,0.0,,2019-11-28 18:17:00,RWS01_MONIBAS_0021hrr0597ra
5340.0,95.66666666666667,0.0,,2019-11-28 18:23:00,RWS01_MONIBAS_0021hrr0597ra
6540.0,93.33333333333333,0.0,,2019-11-28 18:29:00,RWS01_MONIBAS_0021hrr0597ra
4140.0,103.66666666666667,0.0,,2019-11-28 18:35:00,RWS01_MONIBAS_0021hrr0597ra
3600.0,109.66666666666667,0.0,,2019-11-28 18:41:00,RWS01_MONIBAS_0021hrr0597ra
3060.0,111.33333333333333,0.0,,2019-11-28 18:46:00,RWS01_MONIBAS_0021hrr0597ra
2940.0,107.0,0.0,,2019-11-28 18:52:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,107.33333333333333,0.0,,2019-11-28 18:58:00,RWS01_MONIBAS_0021hrr0597ra
2340.0,107.0,0.0,,2019-11-28 19:04:00,RWS01_MONIBAS_0021hrr0597ra
