measurementpoint.flowvalue,measurementpoint.speedvalue,measurementpoint.ninputs,measurementpoint.sdeviation,measurementpoint.measurementdatetime,measurementpoint.reference
3060.0,105.66666666666667,0.0,,2019-12-01 14:40:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,97.0,0.0,,2019-12-01 14:45:00,RWS01_MONIBAS_0021hrr0597ra
3600.0,99.0,0.0,,2019-12-01 14:51:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,100.0,0.0,,2019-12-01 14:57:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,101.0,0.0,,2019-12-01 15:03:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,98.66666666666667,0.0,,2019-12-01 15:09:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,102.66666666666667,0.0,,2019-12-01 15:14:00,RWS01_MONIBAS_0021hrr0597ra
2760.0,99.66666666666667,0.0,,2019-12-01 15:20:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,99.33333333333333,0.0,,2019-12-01 15:26:00,RWS01_MONIBAS_0021hrr0597ra
3900.0,98.33333333333333,0.0,,2019-12-01 15:32:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,99.0,0.0,,2019-12-01 15:38:00,RWS01_MONIBAS_0021hrr0597ra
3600.0,99.0,0.0,,2019-12-01 15:43:00,RWS01_MONIBAS_0021hrr0597ra
3720.0,100.0,0.0,,2019-12-01 15:49:00,RWS01_MONIBAS_0021hrr0597ra
3720.0,99.0,0.0,,2019-12-01 15:55:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,99.66666666666667,0.0,,2019-12-01 16:01:00,RWS01_MONIBAS_0021hrr0597ra
4380.0,96.66666666666667,0.0,,2019-12-01 16:06:00,RWS01_MONIBAS_0021hrr0597ra
4140.0,99.33333333333333,0.0,,2019-12-01 16:12:00,RWS01_MONIBAS_0021hrr0597ra
3180.0,98.0,0.0,,2019-12-01 16:18:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,97.33333333333333,0.0,,2019-12-01 16:24:00,RWS01_MONIBAS_0021hrr0597ra
3060.0,101.0,0.0,,2019-12-01 16:30:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,105.33333333333333,0.0,,2019-12-01 16:35:00,RWS01_MONIBAS_0021hrr0597ra
2340.0,100.33333333333333,0.0,,2019-12-01 16:41:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,97.33333333333333,0.0,,2019-12-01 16:47:00,RWS01_MONIBAS_0021hrr0597ra
3240.0,103.0,0.0,,2019-12-01 16:53:00,RWS01_MONIBAS_0021hrr0597ra
2820.0,100.33333333333333,0.0,,2019-12-01 16:58:00,RWS01_MONIBAS_0021hrr0597ra
2160.0,101.33333333333333,0.0,,2019-12-01 17:04:00,RWS01_MONIBAS_0021hrr0597ra
2280.0,103.66666666666667,0.0,,2019-12-01 17:10:00,RWS01_MONIBAS_0021hrr0597ra
2160.0,107.0,0.0,,2019-12-01 17:16:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,102.0,0.0,,2019-12-01 17:22:00,RWS01_MONIBAS_0021hrr0597ra
2700.0,102.33333333333333,0.0,,2019-12-01 17:27:00,RWS01_MONIBAS_0021hrr0597ra
2880.0,101.66666666666667,0.0,,2019-12-01 17:33:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,95.0,0.0,,2019-12-01 17:39:00,RWS01_MONIBAS_0021hrr0597ra
2160.0,103.33333333333333,0.0,,2019-12-01 17:45:00,RWS01_MONIBAS_0021hrr0597ra
2340.0,103.0,0.0,,2019-12-01 17:51:00,RWS01_MONIBAS_0021hrr0597ra
1500.0,104.66666666666667,0.0,,2019-12-01 17:56:00,RWS01_MONIBAS_0021hrr0597ra
2940.0,104.0,0.0,,2019-12-01 18:02:00,RWS01_MONIBAS_0021hrr0597ra
3840.0,101.33333333333333,0.0,,2019-12-01 18:08:00,RWS01_MONIBAS_0021hrr0597ra
2700.0,100.66666666666667,0.0,,2019-12-01 18:14:00,RWS01_MONIBAS_0021hrr0597ra
2340.0,107.33333333333333,0.0,,2019-12-01 18:20:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,102.33333333333333,0.0,,2019-12-01 18:25:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,103.33333333333333,0.0,,2019-12-01 18:31:00,RWS01_MONIBAS_0021hrr0597ra
3360.0,104.33333333333333,0.0,,2019-12-01 18:37:00,RWS01_MONIBAS_0021hrr0597ra
2340.0,105.0,0.0,,2019-12-01 18:43:00,RWS01_MONIBAS_0021hrr0597ra
2640.0,106.33333333333333,0.0,,2019-12-01 18:49:00,RWS01_MONIBAS_0021hrr0597ra
2760.0,105.33333333333333,0.0,,2019-12-01 18:54:00,RWS01_MONIBAS_0021hrr0597ra
2580.0,100.33333333333333,0.0,,2019-12-01 19:00:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,105.33333333333333,0.0,,2019-12-01 19:06:00,RWS01_MONIBAS_0021hrr0597ra
2400.0,110.66666666666667,0.0,,2019-12-01 19:12:00,RWS01_MONIBAS_0021hrr0597ra
2160.0,104.0,0.0,,2019-12-01 19:18:00,RWS01_MONIBAS_0021hrr0597ra
2280.0,105.66666666666667,0.0,,2019-12-01 19:23:00,RWS01_MONIBAS_0021hrr0597ra
3180.0,101.66666666666667,0.0,,2019-12-01 19:29:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,101.33333333333333,0.0,,2019-12-01 19:35:00,RWS01_MONIBAS_0021hrr0597ra
2760.0,108.0,0.0,,2019-12-01 19:41:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,105.33333333333333,0.0,,2019-12-01 19:46:00,RWS01_MONIBAS_0021hrr0597ra
2640.0,102.33333333333333,0.0,,2019-12-01 19:52:00,RWS01_MONIBAS_0021hrr0597ra
2280.0,101.33333333333333,0.0,,2019-12-01 19:58:00,RWS01_MONIBAS_0021hrr0597ra
1380.0,105.0,0.0,,2019-12-01 20:04:00,RWS01_MONIBAS_0021hrr0597ra
2040.0,107.0,0.0,,2019-12-01 20:10:00,RWS01_MONIBAS_0021hrr0597ra
2100.0,105.0,0.0,,2019-12-01 20:15:00,RWS01_MONIBAS_0021hrr0597ra
1500.0,109.33333333333333,0.0,,2019-12-01 20:21:00,RWS01_MONIBAS_0021hrr0597ra
1680.0,107.0,0.0,,2019-12-01 20:27:00,RWS01_MONIBAS_0021hrr0597ra
1980.0,111.66666666666667,0.0,,2019-12-01 20:33:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,105.0,0.0,,2019-12-01 20:39:00,RWS01_MONIBAS_0021hrr0597ra
1440.0,112.33333333333333,0.0,,2019-12-01 20:44:00,RWS01_MONIBAS_0021hrr0597ra
1560.0,111.66666666666667,0.0,,2019-12-01 20:50:00,RWS01_MONIBAS_0021hrr0597ra
1500.0,105.5,0.0,,2019-12-01 20:56:00,RWS01_MONIBAS_0021hrr0597ra
2160.0,97.66666666666667,0.0,,2019-12-01 21:02:00,RWS01_MONIBAS_0021hrr0597ra
1200.0,103.33333333333333,0.0,,2019-12-01 21:08:00,RWS01_MONIBAS_0021hrr0597ra
1740.0,105.5,0.0,,2019-12-01 21:13:00,RWS01_MONIBAS_0021hrr0597ra
1020.0,103.5,0.0,,2019-12-01 21:19:00,RWS01_MONIBAS_0021hrr0597ra
1140.0,105.5,0.0,,2019-12-01 21:25:00,RWS01_MONIBAS_0021hrr0597ra
1140.0,110.0,0.0,,2019-12-01 21:31:00,RWS01_MONIBAS_0021hrr0597ra
1140.0,110.33333333333333,0.0,,2019-12-01 21:36:00,RWS01_MONIBAS_0021hrr0597ra
900.0,99.5,0.0,,2019-12-01 21:42:00,RWS01_MONIBAS_0021hrr0597ra
720.0,100.5,0.0,,2019-12-01 21:48:00,RWS01_MONIBAS_0021hrr0597ra
1080.0,110.33333333333333,0.0,,2019-12-01 21:54:00,RWS01_MONIBAS_0021hrr0597ra
840.0,106.5,0.0,,2019-12-01 22:00:00,RWS01_MONIBAS_0021hrr0597ra
900.0,113.5,0.0,,2019-12-01 22:05:00,RWS01_MONIBAS_0021hrr0597ra
1260.0,111.0,0.0,,2019-12-01 22:11:00,RWS01_MONIBAS_0021hrr0597ra
780.0,115.5,0.0,,2019-12-01 22:17:00,RWS01_MONIBAS_0021hrr0597ra
840.0,110.0,0.0,,2019-12-01 22:23:00,RWS01_MONIBAS_0021hrr0597ra
900.0,99.5,0.0,,2019-12-01 22:29:00,RWS01_MONIBAS_0021hrr0597ra
780.0,116.0,0.0,,2019-12-01 22:34:00,RWS01_MONIBAS_0021hrr0597ra
840.0,108.0,0.0,,2019-12-01 22:40:00,RWS01_MONIBAS_0021hrr0597ra
1080.0,101.5,0.0,,2019-12-01 22:46:00,RWS01_MONIBAS_0021hrr0597ra
900.0,98.0,0.0,,2019-12-01 22:52:00,RWS01_MONIBAS_0021hrr0597ra
600.0,104.0,0.0,,2019-12-01 22:57:00,RWS01_MONIBAS_0021hrr0597ra
900.0,102.0,0.0,,2019-12-01 23:03:00,RWS01_MONIBAS_0021hrr0597ra
600.0,106.5,0.0,,2019-12-01 23:09:00,RWS01_MONIBAS_0021hrr0597ra
120.0,116.0,0.0,,2019-12-01 23:15:00,RWS01_MONIBAS_0021hrr0597ra
720.0,115.0,0.0,,2019-12-01 23:21:00,RWS01_MONIBAS_0021hrr0597ra
420.0,109.0,0.0,,2019-12-01 23:26:00,RWS01_MONIBAS_0021hrr0597ra
660.0,103.0,0.0,,2019-12-01 23:32:00,RWS01_MONIBAS_0021hrr0597ra
600.0,110.0,0.0,,2019-12-01 23:38:00,RWS01_MONIBAS_0021hrr0597ra
360.0,94.0,0.0,,2019-12-01 23:44:00,RWS01_MONIBAS_0021hrr0597ra
300.0,93.0,0.0,,2019-12-01 23:50:00,RWS01_MONIBAS_0021hrr0597ra
480.0,106.5,0.0,,2019-12-01 23:55:00,RWS01_MONIBAS_0021hrr0597ra
480.0,113.5,0.0,,2019-12-02 00:01:00,RWS01_MONIBAS_0021hrr0597ra
240.0,102.0,0.0,,2019-12-02 00:07:00,RWS01_MONIBAS_0021hrr0597ra
240.0,112.5,0.0,,2019-12-02 00:13:00,RWS01_MONIBAS_0021hrr0597ra
240.0,113.0,0.0,,2019-12-02 00:19:00,RWS01_MONIBAS_0021hrr0597ra
0.0,-1.0,0.0,,2019-12-02 00:24:00,RWS01_MONIBAS_0021hrr0597ra
180.0,99.0,0.0,,2019-12-02 00:30:00,RWS01_MONIBAS_0021hrr0597ra
120.0,91.0,0.0,,2019-12-02 00:36:00,RWS01_MONIBAS_0021hrr0597ra
240.0,98.5,0.0,,2019-12-02 00:42:00,RWS01_MONIBAS_0021hrr0597ra
240.0,115.0,0.0,,2019-12-02 00:47:00,RWS01_MONIBAS_0021hrr0597ra
420.0,97.0,0.0,,2019-12-02 00:53:00,RWS01_MONIBAS_0021hrr0597ra
120.0,106.0,0.0,,2019-12-02 00:59:00,RWS01_MONIBAS_0021hrr0597ra
60.0,96.0,0.0,,2019-12-02 01:05:00,RWS01_MONIBAS_0021hrr0597ra
60.0,101.0,0.0,,2019-12-02 01:11:00,RWS01_MONIBAS_0021hrr0597ra
180.0,114.0,0.0,,2019-12-02 01:16:00,RWS01_MONIBAS_0021hrr0597ra
180.0,96.0,0.0,,2019-12-02 01:22:00,RWS01_MONIBAS_0021hrr0597ra
120.0,93.0,0.0,,2019-12-02 01:28:00,RWS01_MONIBAS_0021hrr0597ra
180.0,94.0,0.0,,2019-12-02 01:34:00,RWS01_MONIBAS_0021hrr0597ra
60.0,79.0,0.0,,2019-12-02 01:40:00,RWS01_MONIBAS_0021hrr0597ra
480.0,135.0,0.0,,2019-12-02 01:45:00,RWS01_MONIBAS_0021hrr0597ra
120.0,99.0,0.0,,2019-12-02 01:51:00,RWS01_MONIBAS_0021hrr0597ra
120.0,100.5,0.0,,2019-12-02 01:57:00,RWS01_MONIBAS_0021hrr0597ra
180.0,105.0,0.0,,2019-12-02 02:03:00,RWS01_MONIBAS_0021hrr0597ra
0.0,-1.0,0.0,,2019-12-02 02:09:00,RWS01_MONIBAS_0021hrr0597ra
120.0,84.0,0.0,,2019-12-02 02:14:00,RWS01_MONIBAS_0021hrr0597ra
60.0,120.0,0.0,,2019-12-02 02:20:00,RWS01_MONIBAS_0021hrr0597ra
180.0,111.5,0.0,,2019-12-02 02:26:00,RWS01_MONIBAS_0021hrr0597ra
240.0,112.0,0.0,,2019-12-02 02:32:00,RWS01_MONIBAS_0021hrr0597ra
0.0,-1.0,0.0,,2019-12-02 02:37:00,RWS01_MONIBAS_0021hrr0597ra
120.0,89.0,0.0,,2019-12-02 02:43:00,RWS01_MONIBAS_0021hrr0597ra
300.0,108.5,0.0,,2019-12-02 02:49:00,RWS01_MONIBAS_0021hrr0597ra
0.0,-1.0,0.0,,2019-12-02 02:55:00,RWS01_MONIBAS_0021hrr0597ra
0.0,-1.0,0.0,,2019-12-02 03:01:00,RWS01_MONIBAS_0021hrr0597ra
120.0,86.0,0.0,,2019-12-02 03:06:00,RWS01_MONIBAS_0021hrr0597ra
240.0,108.5,0.0,,2019-12-02 03:12:00,RWS01_MONIBAS_0021hrr0597ra
180.0,95.0,0.0,,2019-12-02 03:18:00,RWS01_MONIBAS_0021hrr0597ra
300.0,102.5,0.0,,2019-12-02 03:24:00,RWS01_MONIBAS_0021hrr0597ra
300.0,106.0,0.0,,2019-12-02 03:30:00,RWS01_MONIBAS_0021hrr0597ra
120.0,95.0,0.0,,2019-12-02 03:35:00,RWS01_MONIBAS_0021hrr0597ra
60.0,102.0,0.0,,2019-12-02 03:41:00,RWS01_MONIBAS_0021hrr0597ra
660.0,96.5,0.0,,2019-12-02 03:47:00,RWS01_MONIBAS_0021hrr0597ra
420.0,107.5,0.0,,2019-12-02 03:53:00,RWS01_MONIBAS_0021hrr0597ra
180.0,99.0,0.0,,2019-12-02 03:58:00,RWS01_MONIBAS_0021hrr0597ra
420.0,94.0,0.0,,2019-12-02 04:04:00,RWS01_MONIBAS_0021hrr0597ra
480.0,100.0,0.0,,2019-12-02 04:10:00,RWS01_MONIBAS_0021hrr0597ra
480.0,97.5,0.0,,2019-12-02 04:16:00,RWS01_MONIBAS_0021hrr0597ra
300.0,92.0,0.0,,2019-12-02 04:22:00,RWS01_MONIBAS_0021hrr0597ra
540.0,109.0,0.0,,2019-12-02 04:27:00,RWS01_MONIBAS_0021hrr0597ra
1020.0,113.66666666666667,0.0,,2019-12-02 04:33:00,RWS01_MONIBAS_0021hrr0597ra
600.0,120.0,0.0,,2019-12-02 04:39:00,RWS01_MONIBAS_0021hrr0597ra
1080.0,109.0,0.0,,2019-12-02 04:45:00,RWS01_MONIBAS_0021hrr0597ra
1200.0,110.0,0.0,,2019-12-02 04:51:00,RWS01_MONIBAS_0021hrr0597ra
1020.0,107.5,0.0,,2019-12-02 04:56:00,RWS01_MONIBAS_0021hrr0597ra
1200.0,112.0,0.0,,2019-12-02 05:02:00,RWS01_MONIBAS_0021hrr0597ra
1260.0,108.0,0.0,,2019-12-02 05:08:00,RWS01_MONIBAS_0021hrr0597ra
1860.0,104.33333333333333,0.0,,2019-12-02 05:14:00,RWS01_MONIBAS_0021hrr0597ra
2220.0,104.66666666666667,0.0,,2019-12-02 05:19:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,106.0,0.0,,2019-12-02 05:25:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,101.66666666666667,0.0,,2019-12-02 05:31:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,96.66666666666667,0.0,,2019-12-02 05:37:00,RWS01_MONIBAS_0021hrr0597ra
2940.0,99.66666666666667,0.0,,2019-12-02 05:43:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,104.0,0.0,,2019-12-02 05:48:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,99.66666666666667,0.0,,2019-12-02 05:54:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,101.0,0.0,,2019-12-02 06:00:00,RWS01_MONIBAS_0021hrr0597ra
4320.0,103.66666666666667,0.0,,2019-12-02 06:06:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,100.66666666666667,0.0,,2019-12-02 06:12:00,RWS01_MONIBAS_0021hrr0597ra
4380.0,100.33333333333333,0.0,,2019-12-02 06:17:00,RWS01_MONIBAS_0021hrr0597ra
5340.0,96.66666666666667,0.0,,2019-12-02 06:23:00,RWS01_MONIBAS_0021hrr0597ra
5520.0,98.33333333333333,0.0,,2019-12-02 06:29:00,RWS01_MONIBAS_0021hrr0597ra
6720.0,90.66666666666667,0.0,,2019-12-02 06:35:00,RWS01_MONIBAS_0021hrr0597ra
4920.0,97.66666666666667,0.0,,2019-12-02 06:41:00,RWS01_MONIBAS_0021hrr0597ra
5100.0,98.33333333333333,0.0,,2019-12-02 06:46:00,RWS01_MONIBAS_0021hrr0597ra
5160.0,97.33333333333333,0.0,,2019-12-02 06:52:00,RWS01_MONIBAS_0021hrr0597ra
5160.0,98.66666666666667,0.0,,2019-12-02 06:58:00,RWS01_MONIBAS_0021hrr0597ra
3360.0,102.0,0.0,,2019-12-02 07:04:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,97.66666666666667,0.0,,2019-12-02 07:10:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,99.0,0.0,,2019-12-02 07:15:00,RWS01_MONIBAS_0021hrr0597ra
4440.0,97.0,0.0,,2019-12-02 07:21:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,95.33333333333333,0.0,,2019-12-02 07:27:00,RWS01_MONIBAS_0021hrr0597ra
4620.0,94.33333333333333,0.0,,2019-12-02 07:33:00,RWS01_MONIBAS_0021hrr0597ra
5280.0,97.33333333333333,0.0,,2019-12-02 07:38:00,RWS01_MONIBAS_0021hrr0597ra
5340.0,94.0,0.0,,2019-12-02 07:44:00,RWS01_MONIBAS_0021hrr0597ra
4560.0,65.5,0.0,,2019-12-02 07:50:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,67.0,0.0,,2019-12-02 07:56:00,RWS01_MONIBAS_0021hrr0597ra
4620.0,86.66666666666667,0.0,,2019-12-02 08:02:00,RWS01_MONIBAS_0021hrr0597ra
5340.0,92.66666666666667,0.0,,2019-12-02 08:07:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,101.33333333333333,0.0,,2019-12-02 08:13:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,99.33333333333333,0.0,,2019-12-02 08:19:00,RWS01_MONIBAS_0021hrr0597ra
4260.0,97.0,0.0,,2019-12-02 08:25:00,RWS01_MONIBAS_0021hrr0597ra
2940.0,103.33333333333333,0.0,,2019-12-02 08:31:00,RWS01_MONIBAS_0021hrr0597ra
3900.0,96.0,0.0,,2019-12-02 08:36:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,95.0,0.0,,2019-12-02 08:42:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,98.33333333333333,0.0,,2019-12-02 08:48:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,97.66666666666667,0.0,,2019-12-02 08:54:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,97.0,0.0,,2019-12-02 09:00:00,RWS01_MONIBAS_0021hrr0597ra
4380.0,93.66666666666667,0.0,,2019-12-02 09:05:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,96.0,0.0,,2019-12-02 09:11:00,RWS01_MONIBAS_0021hrr0597ra
3300.0,94.0,0.0,,2019-12-02 09:17:00,RWS01_MONIBAS_0021hrr0597ra
4980.0,91.33333333333333,0.0,,2019-12-02 09:23:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,94.66666666666667,0.0,,2019-12-02 09:29:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,98.0,0.0,,2019-12-02 09:34:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,97.0,0.0,,2019-12-02 09:40:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,97.66666666666667,0.0,,2019-12-02 09:46:00,RWS01_MONIBAS_0021hrr0597ra
2880.0,96.66666666666667,0.0,,2019-12-02 09:52:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,102.33333333333333,0.0,,2019-12-02 09:57:00,RWS01_MONIBAS_0021hrr0597ra
2760.0,97.66666666666667,0.0,,2019-12-02 10:03:00,RWS01_MONIBAS_0021hrr0597ra
2400.0,98.0,0.0,,2019-12-02 10:09:00,RWS01_MONIBAS_0021hrr0597ra
3180.0,95.66666666666667,0.0,,2019-12-02 10:15:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,94.33333333333333,0.0,,2019-12-02 10:21:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,98.33333333333333,0.0,,2019-12-02 10:26:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,95.33333333333333,0.0,,2019-12-02 10:32:00,RWS01_MONIBAS_0021hrr0597ra
2580.0,99.0,0.0,,2019-12-02 10:38:00,RWS01_MONIBAS_0021hrr0597ra
3060.0,96.0,0.0,,2019-12-02 10:44:00,RWS01_MONIBAS_0021hrr0597ra
3180.0,97.66666666666667,0.0,,2019-12-02 10:50:00,RWS01_MONIBAS_0021hrr0597ra
2700.0,99.66666666666667,0.0,,2019-12-02 10:55:00,RWS01_MONIBAS_0021hrr0597ra
3060.0,99.33333333333333,0.0,,2019-12-02 11:01:00,RWS01_MONIBAS_0021hrr0597ra
3360.0,95.0,0.0,,2019-12-02 11:07:00,RWS01_MONIBAS_0021hrr0597ra
1800.0,98.33333333333333,0.0,,2019-12-02 11:13:00,RWS01_MONIBAS_0021hrr0597ra
4560.0,96.66666666666667,0.0,,2019-12-02 11:19:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,93.66666666666667,0.0,,2019-12-02 11:24:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,96.33333333333333,0.0,,2019-12-02 11:30:00,RWS01_MONIBAS_0021hrr0597ra
3060.0,98.66666666666667,0.0,,2019-12-02 11:36:00,RWS01_MONIBAS_0021hrr0597ra
4200.0,95.33333333333333,0.0,,2019-12-02 11:42:00,RWS01_MONIBAS_0021hrr0597ra
3180.0,99.33333333333333,0.0,,2019-12-02 11:48:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,99.0,0.0,,2019-12-02 11:53:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,93.66666666666667,0.0,,2019-12-02 11:59:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,97.66666666666667,0.0,,2019-12-02 12:05:00,RWS01_MONIBAS_0021hrr0597ra
3480.0,98.0,0.0,,2019-12-02 12:11:00,RWS01_MONIBAS_0021hrr0597ra
2520.0,97.66666666666667,0.0,,2019-12-02 12:17:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,97.33333333333333,0.0,,2019-12-02 12:22:00,RWS01_MONIBAS_0021hrr0597ra
3660.0,94.0,0.0,,2019-12-02 12:28:00,RWS01_MONIBAS_0021hrr0597ra
3900.0,94.0,0.0,,2019-12-02 12:34:00,RWS01_MONIBAS_0021hrr0597ra
4500.0,95.33333333333333,0.0,,2019-12-02 12:40:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,98.33333333333333,0.0,,2019-12-02 12:46:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,99.33333333333333,0.0,,2019-12-02 12:51:00,RWS01_MONIBAS_0021hrr0597ra
3840.0,99.66666666666667,0.0,,2019-12-02 12:57:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,97.66666666666667,0.0,,2019-12-02 13:03:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,93.66666666666667,0.0,,2019-12-02 13:09:00,RWS01_MONIBAS_0021hrr0597ra
3000.0,100.66666666666667,0.0,,2019-12-02 13:13:00,RWS01_MONIBAS_0021hrr0597ra
3120.0,99.66666666666667,0.0,,2019-12-02 13:20:00,RWS01_MONIBAS_0021hrr0597ra
3540.0,95.66666666666667,0.0,,2019-12-02 13:26:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,95.66666666666667,0.0,,2019-12-02 13:32:00,RWS01_MONIBAS_0021hrr0597ra
4020.0,95.0,0.0,,2019-12-02 13:38:00,RWS01_MONIBAS_0021hrr0597ra
3960.0,96.33333333333333,0.0,,2019-12-02 13:43:00,RWS01_MONIBAS_0021hrr0597ra
5040.0,94.0,0.0,,2019-12-02 13:49:00,RWS01_MONIBAS_0021hrr0597ra
4620.0,98.0,0.0,,2019-12-02 13:55:00,RWS01_MONIBAS_0021hrr0597ra
4800.0,95.0,0.0,,2019-12-02 14:01:00,RWS01_MONIBAS_0021hrr0597ra
5820.0,93.33333333333333,0.0,,2019-12-02 14:06:00,RWS01_MONIBAS_0021hrr0597ra
4800.0,100.66666666666667,0.0,,2019-12-02 14:12:00,RWS01_MONIBAS_0021hrr0597ra
7020.0,95.33333333333333,0.0,,2019-12-02 14:18:00,RWS01_MONIBAS_0021hrr0597ra
5700.0,94.0,0.0,,2019-12-02 14:24:00,RWS01_MONIBAS_0021hrr0597ra
5880.0,94.0,0.0,,2019-12-02 14:30:00,RWS01_MONIBAS_0021hrr0597ra
5400.0,94.66666666666667,0.0,,2019-12-02 14:35:00,RWS01_MONIBAS_0021hrr0597ra
5640.0,96.66666666666667,0.0,,2019-12-02 14:41:00,RWS01_MONIBAS_0021hrr0597ra
6540.0,92.33333333333333,0.0,,2019-12-02 14:47:00,RWS01_MONIBAS_0021hrr0597ra
5940.0,94.33333333333333,0.0,,2019-12-02 14:53:00,RWS01_MONIBAS_0021hrr0597ra
5520.0,95.0,0.0,,2019-12-02 14:59:00,RWS01_MONIBAS_0021hrr0597ra
6180.0,94.0,0.0,,2019-12-02 15:04:00,RWS01_MONIBAS_0021hrr0597ra
5280.0,94.33333333333333,0.0,,2019-12-02 15:10:00,RWS01_MONIBAS_0021hrr0597ra
1740.0,64.0,0.0,,2019-12-02 15:16:00,RWS01_MONIBAS_0021hrr0597ra
1680.0,72.0,0.0,,2019-12-02 15:22:00,RWS01_MONIBAS_0021hrr0597ra
4560.0,97.0,0.0,,2019-12-02 15:28:00,RWS01_MONIBAS_0021hrr0597ra
3780.0,100.33333333333333,0.0,,2019-12-02 15:33:00,RWS01_MONIBAS_0021hrr0597ra
4080.0,69.5,0.0,,2019-12-02 15:39:00,RWS01_MONIBAS_0021hrr0597ra
2460.0,55.0,0.0,,2019-12-02 15:45:00,RWS01_MONIBAS_0021hrr0597ra
4740.0,96.0,0.0,,2019-12-02 15:51:00,RWS01_MONIBAS_0021hrr0597ra
4380.0,98.0,0.0,,2019-12-02 15:57:00,RWS01_MONIBAS_0021hrr0597ra
5340.0,94.0,0.0,,2019-12-02 16:02:00,RWS01_MONIBAS_0021hrr0597ra
1800.0,75.0,0.0,,2019-12-02 16:08:00,RWS01_MONIBAS_0021hrr0597ra
2040.0,76.0,0.0,,2019-12-02 16:14:00,RWS01_MONIBAS_0021hrr0597ra
2880.0,82.0,0.0,,2019-12-02 16:20:00,RWS01_MONIBAS_0021hrr0597ra
5220.0,87.0,0.0,,2019-12-02 16:25:00,RWS01_MONIBAS_0021hrr0597ra
4500.0,92.66666666666667,0.0,,2019-12-02 16:31:00,RWS01_MONIBAS_0021hrr0597ra
5640.0,92.33333333333333,0.0,,2019-12-02 16:37:00,RWS01_MONIBAS_0021hrr0597ra
3420.0,79.5,0.0,,2019-12-02 16:43:00,RWS01_MONIBAS_0021hrr0597ra
1860.0,70.0,0.0,,2019-12-02 16:49:00,RWS01_MONIBAS_0021hrr0597ra
1800.0,62.5,0.0,,2019-12-02 16:54:00,RWS01_MONIBAS_0021hrr0597ra
4440.0,92.0,0.0,,2019-12-02 17:00:00,RWS01_MONIBAS_0021hrr0597ra
5100.0,96.66666666666667,0.0,,2019-12-02 17:06:00,RWS01_MONIBAS_0021hrr0597ra
